FAOCode,FAOName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
200,Singapore,50440.23193,53813.20868,57627.27417,64275.95606,71298.39743,76309.28149,82056.84614,88860.27584,86882.93055,92178.62284,100380.2568,99424.34554,103611.7873,108207.3101,118540.216,127417.8794,138707.3534,151345.7116,154051.1982,153121.6713,176457.9913,187411.6948,194289.9531,203373.4908,210003.5613,214221.1644,218523.4717
201,Somalia,2609.590851,2583.491941,2273.471708,2273.471708,1796.052254,1796.052254,1866.094585,1815.667709,1860.991865,1920.543605,1978.159913,2037.504711,2108.817375,2182.625984,2248.104763,2315.547906,2371.121056,2432.770203,2496.022228,2560.918806,2627.502695,2695.817765,2765.909027,2837.822662,2942.8221,3022.278297,3083.127502
202,South Africa,178330.6739,176514.7184,172742.5252,174873.5001,180529.0827,186153.8196,194170.8991,199310.1452,200341.3415,205065.6479,213585.2818,219427.743,227475.9963,234184.4328,244850.5265,257771.5624,272216.2166,286808.272,295960.4721,291408.3015,300266.4642,310127.5883,316991.9569,324378.8401,329662.4437,333831.3058,341037.2069
203,Spain,744040.4325,762983.7062,770073.4685,762130.224,780293.2758,801809.8163,823255.3349,853630.279,890387.4148,930320.4106,979525.9239,1018717.434,1048054.073,1081461.546,1115708.691,1157247.674,1205552.571,1250988.585,1264949.276,1219742.367,1219910.527,1207710.44,1172326.802,1152328.139,1168218.724,1205656.401,1242191.481
207,Suriname,1568.584328,1611.618047,1617.676758,1509.259555,1560.423136,1560.555577,1576.745709,1667.240533,1706.093976,1682.145391,1716.878846,1788.768856,1838.445661,1953.95433,2110.254521,2193.049196,2319.462529,2437.731266,2538.881969,2615.458877,2750.525982,2911.349073,2989.86636,3077.497015,3088.814781,3005.089683,3072.35814
208,Tajikistan,3828.56528,3556.737145,2525.283373,2111.1369,1661.46474,1455.443112,1211.479152,1231.899546,1297.011521,1344.959957,1456.556635,1595.707193,1768.485224,1964.966117,2166.72861,2312.320181,2464.793546,2652.546855,2853.594676,2968.38696,3162.389398,3238.63612,3483.016579,3741.765135,3991.927093,4159.588031,4334.290729
209,Swaziland,1946.323924,1980.584357,2044.492913,2107.988155,2158.596661,2262.767402,2349.704582,2422.605194,2485.697328,2559.051422,2604.096158,2653.51017,2739.585231,2864.373445,2953.544841,3106.889814,3264.54806,3396.887847,3547.146213,3638.300329,3704.227372,3774.67482,3904.067799,4082.620886,4194.83101,4264.355606,4335.032494
210,Sweden,276688.385,273517.6057,270348.6506,264764.2846,275586.7947,286677.2521,291028.615,299469.8501,312127.8169,326267.6838,341717.3954,347059.8403,354256.3941,362708.0314,378378.94,389042.9057,407281.7318,421149.4667,418803.4635,397089.932,420871.3563,432085.0862,430847.9375,436195.6433,447555.6023,465838.07,478375.1533
211,Switzerland,335794.7066,332719.4432,332573.935,332154.9468,336372.5098,337990.0124,340021.6486,347883.1101,358127.4761,364012.8428,378377.1628,383850.7471,384401.1675,384592.2462,395526.0052,407543.2929,423897.1311,441447.9491,451500.7787,441885.5346,454938.0235,463147.6254,468001.8879,476335.0337,485846.9021,489938.8841,495928.8379
212,Syrian Arab Republic,12566.77277,13559.70751,15386.24537,16183.09703,17350.38678,18569.50096,20394.08472,21418.66698,22871.98543,22059.19354,22208.23485,23050.68279,24862.1079,25009.01338,26735.30009,28396.9965,29829.91413,31522.69048,32933.83252,34881.04209,36080.78656,33807.697,26234.77288,19728.5492,19807.4634,18757.66784,16301.07097
213,Turkmenistan,14069.44212,13421.50728,11412.8463,11584.03899,9580.016437,8890.251296,9485.897478,8404.505111,9001.225001,10486.4271,11059.93653,11540.36308,11570.04263,11948.24749,12545.70855,14181.71453,15737.03671,17477.44273,20046.62681,21269.47107,23226.2624,26640.52296,29597.621,32616.57837,35976.08593,38314.53149,41871.67111
215,Tanzania,8777.747134,9278.217268,9611.193143,10016.13712,10323.35773,10691.17351,11166.54248,11543.55359,11966.20239,12553.24674,13168.52852,13968.62677,14974.02913,16001.56066,17249.11042,18509.84993,19378.23446,21009.26378,22171.99748,23369.83319,24844.50667,26816.53394,28193.3326,30240.8723,32347.18261,34595.30772,36954.53463
216,Thailand,92968.18135,100797.4416,110121.5991,119693.8555,129287.2592,139808.733,147727.3919,143651.3522,132661.4895,138740.4557,145015.441,149928.7701,159490.4143,170956.7351,181708.7269,189318.3826,198723.4726,209524.2467,213139.9112,211566.3423,227448.0156,229344.2375,245927.996,252573.2866,254638.4091,261840.4371,271354.2489
217,Togo,1814.579512,1818.687543,1759.046948,1471.82149,1676.910275,1790.451163,1927.650887,2001.070431,1957.233478,2008.541407,1989.192472,1963.863187,1938.852429,2032.847094,2084.401723,2110.217107,2192.539926,2238.222849,2290.964476,2367.748115,2462.402445,2582.562239,2732.969705,2873.413733,3048.39076,3215.298354,3314.597602
219,Tonga,187.7368606,192.2176579,198.3373139,197.4490775,207.2277959,215.5971339,215.5083469,213.79122,220.1892974,229.6182556,236.8272212,244.3024031,253.0503772,258.2714995,257.4790346,261.5494223,259.4241756,248.6178367,256.3263585,262.1978026,271.5993174,279.1637547,281.6492126,272.860057,278.3352687,288.8336269,298.2631621
220,Trinidad and Tobago,7024.982791,7213.517411,7094.649163,6991.891265,7240.948545,7527.4515,8057.625004,8677.42609,9385.16765,10134.03245,10833.54936,11285.69415,12180.70463,13939.725,15047.94368,15982.3903,18142.30957,18981.22373,19416.70833,19317.54373,19358.31332,19301.33127,19551.08643,19993.04531,19789.95975,19825.24139,19852.81658
221,Oman,18992.59354,20139.32613,21850.18993,23192.70613,24084.68096,25247.54221,25978.44255,27583.06709,28329.07917,28156.32302,29461.25911,31103.16934,30760.85867,29939.86075,30326.71745,31081.99172,32751.73755,34210.0723,37015.19417,39277.77005,41164.11194,40708.68069,44507.50762,46454.02304,47634.67537,50327.15421,52816.92492
222,Tunisia,16428.06373,17069.3471,18401.73405,18804.24825,19402.70332,19858.37977,21278.57138,22435.98957,23549.47874,24966.47634,26039.86766,27302.74223,27766.89538,29285.76403,31030.95076,32272.17686,34096.91988,36229.18042,37844.90868,39026.6237,40181.56719,39411.00408,40948.29738,41949.4162,42895.69049,43238.85601,43995.5936
223,Turkey,269683.9019,272182.5669,288470.7412,311669.6165,294665.973,315856.0471,337982.7722,363428.8223,374665.545,362056.7607,386584.1341,364558.5941,387029.4012,407407.5262,445552.3088,482985.9112,516280.4935,540383.4583,543943.7122,517693.6675,565098.6328,614673.3096,627750.2422,654068.7292,673129.2266,699952.4845,729492.0873
224,Turks and Caicos Islands,156.716765,172.8623881,189.8394063,212.4692689,240.1279903,257.7289951,282.24468,303.2603698,336.2459628,365.6517256,383.5635393,410.584007,415.3587649,454.144393,505.9248007,578.645758,682.1777067,720.6478253,780.2582291,627.7157083,633.8986955,663.1875377,646.3926659,654.8953141,685.1733159,713.4000629,714.5343748
225,United Arab Emirates,81923.54881,82628.1768,85392.32205,86469.20285,93907.56684,101625.306,107580.7828,116887.4682,118792.6517,124001.8346,139150.824,141065.0613,144497.7031,157214.3363,172254.2871,180617.468,198385.3126,204702.6847,211236.4466,200161.4847,203435.0238,214029.4979,228567.7082,239376.3553,246748.9981,256020.8575,269696.0588
226,Uganda,3959.023147,4176.996022,4370.39579,4678.827088,5184.305505,5671.206954,6024.204057,6355.497078,6947.640372,7406.394272,7752.84649,8432.419752,9027.490553,9583.48147,10139.64372,11154.35966,11940.67078,12903.54961,14249.1312,15231.60325,16480.43608,17448.1467,18011.91969,18857.6118,19772.70506,20836.47503,22028.18118
227,Tuvalu,14.31939431,14.83622423,15.24996691,15.87685023,17.50953182,16.63328794,15.64172288,16.52071749,19.7808969,19.67578441,22.30006848,23.62632,23.91047622,23.13120262,22.78227914,21.89713931,22.30820533,23.72480539,25.61869658,24.48236187,23.81262696,25.82565001,25.87299729,26.20727672,26.79327109,27.72751768,28.51006448
229,United Kingdom,1723237.799,1703955.043,1710087.107,1752959.225,1821063.001,1866705.63,1914282.999,1974146.045,2037136.689,2104022.98,2182817.851,2242323.808,2296077.877,2375665.422,2435719.325,2508111.237,2570889.476,2636596.76,2620059.888,2506670.571,2554677.369,2593229.029,2627278.608,2677487.963,2759699.797,2821006.586,2877613.626
230,Ukraine,142796.524,130375.1258,117407.6184,100710.0066,77613.12605,68182.67562,61334.66936,59501.82972,58345.12409,58251.28781,61682.72014,67130.66933,70715.21024,77444.90091,86579.79999,89238.86512,95995.51508,103882.3573,106212.9492,90136.06026,93824.43178,98933.43556,99084.12599,99129.14892,92633.65047,83490.91409,77765.80798
231,United States of America,8228651.022,8222671.833,8515008.151,8748748.422,9101888.486,9359503.749,9714779.395,10150684.03,10602380.71,11099123.58,11553318.92,11666077.49,11874448.25,12207737.69,12669891.05,13093726,13442886.78,13681978.42,13642078.19,13263439.01,13599258.28,13817044.15,14124339.2,14361251.57,14701678.96,15083356.31,15496477.28
233,Burkina Faso,2415.492082,2634.672843,2640.677795,2732.253318,2768.06857,2926.341957,3248.671256,3453.884437,3706.284435,3937.618914,4011.979819,4277.308323,4463.498007,4811.762166,5027.254632,5462.709055,5804.301248,6042.938072,6393.427981,6582.798176,7138.799846,7611.882552,8103.052395,8573.03011,8950.289297,9314.76754,9731.637521
234,Uruguay,12653.3766,13055.80829,14244.31047,14615.38074,15680.71152,15453.28136,16312.72799,17117.11258,17890.61608,17543.67908,17205.10977,16543.71574,15264.55761,15387.48131,16157.50084,17362.83938,18074.48138,19256.82024,20638.72117,21514.5474,23193.40158,24390.69228,25253.65617,26424.79035,27280.6252,27548.62586,28025.70064
235,Uzbekistan,11171.45378,11116.49024,9871.443324,9644.920024,9143.478519,9061.186981,9215.227629,9694.419079,10120.97333,10566.29601,10988.9479,11483.45056,11965.75549,12492.24872,13454.15188,14395.94251,15446.8463,16914.29671,18507.49335,20006.60031,21707.16134,23508.85573,25436.58189,27471.50844,29696.70064,31716.07627,33872.76944
236,Venezuela (Bolivarian Republic of),104315.8087,114465.62,121402.7783,121737.107,118876.8841,123574.4977,123330.0211,131187.2923,131572.9423,123717.3184,128278.8098,132632.9323,120887.3421,111512.2636,131903.8568,145513.5782,159878.9608,173874.3321,183051.112,177189.1076,174551.1743,181841.3034,192071.5051,194651.2624,187070.7449,175432.3798,175120.1372
237,Viet Nam,19540.12747,20704.88478,22495.03735,24310.99988,26459.84476,28984.24088,31691.37523,34274.75741,36250.49419,37980.65331,40558.96609,43355.50594,46424.99766,49833.14731,53588.77792,57633.25574,61654.87828,66050.56559,69790.1975,73557.40085,78282.16794,83167.22673,87531.31571,92277.15318,97798.68076,104330.9557,111532.3071
238,Ethiopia,6771.422759,6282.668547,5723.047444,6487.823742,6714.017228,7124.985228,8089.185455,8318.954162,7982.422088,8394.507389,8904.294108,9643.477875,9789.535182,9577.975101,10877.96791,12163.58502,13481.49146,15025.91587,16647.01066,18112.34636,20385.54241,23067.33961,25062.15172,27714.29117,30563.095,33499.44981,37152.16973
239,British Virgin Islands,239.033559,215.1855142,259.5473713,337.3706123,427.289414,530.4889423,571.9125121,632.0435005,697.5194657,764.3316751,829.6857213,867.9606428,838.8877389,733.5023997,760.9199991,870,881.7872652,887.9879326,882.660005,917.1388786,929.0616844,914.432757,872.0452701,869.2482183,866.9456184,857.416813,889.1357915
244,Samoa,260.3334804,254.345792,253.837125,264.2444158,257.5270679,273.0694928,293.5759921,297.6810201,304.3778528,313.9077057,336.1581971,363.2183222,374.7390935,395.9275389,413.3628588,434.2606943,436.8162633,463.8019933,457.8183237,439.2283895,458.2018576,474.4932341,463.7780454,466.3049984,475.0302406,488.2679805,497.9024218
249,Yemen,7542.340876,7565.804609,7936.47065,8259.355579,8438.067047,9843.363923,11863.7489,12484.32532,13077.00866,13666.96525,14707.334,15579.96255,16365.94657,17308.13318,18110.46219,19041.16298,19924.79763,20617.19346,21444.84917,22331.55261,23603.51787,20590.35063,21006.11361,20668.646,18692.15329,13440.24984,13440.24984
250,Democratic Republic of the Congo,17657.85469,16170.87765,14472.93411,12523.5673,12035.14858,12119.39448,11995.39215,11321.60538,11137.72507,10662.12852,9925.343985,9716.864706,10003.2072,10561.12138,11272.86289,11964.55831,12601.17975,13389.94043,14223.43552,14629.6325,15669.49676,16746.71004,17933.64925,19454.61954,21297.04462,22783.74666,24374.23224
251,Zambia,5337.473399,5233.093358,5142.512592,5492.063259,5018.343724,5163.76563,5484.869896,5694.065124,5672.104829,5935.862543,6167.21321,6495.108516,6787.77368,7259.191483,7769.690284,8331.863429,8990.399078,9741.303265,10498.59519,11466.59147,12647.44909,13357.67713,14369.1958,15106.59694,15865.68685,16321.32644,17219.62968
255,Belgium,283707.5464,288908.1164,293330.3024,290508.8372,299883.4745,307034.9673,311927.7882,323500.9235,329891.7218,341646.0726,354060.9489,356934.6636,363289.0043,366102.6712,379409.6858,387356.3647,397036.923,410526.2254,413594.0231,404142.9331,415035.1695,422491.8157,423070.8478,420025.5681,429775.8246,436223.4538,445636.4804
256,Luxembourg,18844.98818,20473.98493,20846.54036,21722.23014,22552.21942,22875.21235,23315.15894,24615.93164,26248.50642,28523.73426,31223.76452,32655.36086,33837.72022,34310.6514,35824.16704,36976.4463,38866.18865,42129.18416,41774.02263,39527.85752,41810.67054,42652.03915,42654.48835,44443.53947,46535.14677,48178.93446,49953.78696
258,Anguilla,108.6729167,88.9323453,114.4598382,122.9591479,132.8035661,129.7216424,132.9735525,147.1858769,162.358993,168.3454636,170.4887676,174.6035061,167.9574495,177.4471997,202.516226,229.1148148,275.5761726,312.3323488,307.7939287,251.1354877,239.9510109,249.7567272,234.1307744,232.7161086,244.6689572,251.8859069,263.8586173
272,Serbia,38103.9201,33659.4545,24187.72863,16827.53958,17264.19805,18246.02329,18688.70036,20031.45162,20518.30794,18026.03338,19424.71149,20394.53119,21845.76293,22810.34391,24873.88445,26252.00401,27539.49408,29161.22909,30726.21972,29768.79869,29942.79125,30362.42935,30054.16802,30827.08202,30262.54542,30491.84895,30295.17719
273,Montenegro,2636.160551,2351.323573,1798.67175,1141.617527,1158.639657,1324.321723,1689.730117,1800.941366,1883.7824,1727.178803,1977.971519,1999.726071,2037.799475,2088.391198,2180.828557,2272.000343,2466.624416,2729.519305,2918.474825,2753.380037,2821.213068,2912.269105,2832.945943,2933.485828,2985.809914,3119.028873,3258.191711
275,Kosovo,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2825.707099,2987.258889,3755.974336,3799.775786,3577.062182,3543.170981,3679.716667,3805.069424,4120.933946,4418.597016,4577.543113,4728.998501,4935.986803,5074.671184,5249.315664,5313.504421,5531.107326,5768.227684
276,Sudan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30656.12206,33574.80235,35904.49492,35796.78144,35009.25224,36864.74261,37454.5785,39289.85284,40707.56668
277,South Sudan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9854.093327,10350.9747,10919.51954,10412.9658,5614.407776,7114.687623,8261.742776,8429.397189,8429.397189
279,Curaçao,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2344.637262,2382.994,2441.853008,2495.281885,2482.024203,2484.067064,2499.284681,2495.81272,2475.993297,2447.795746,2454.617645,2461.458557
280,Sint Maarten (Dutch Part),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,707.9548168,741.9128494,772.2224981,781.7082956,779.9121683,788.3876442,790.5205455,801.3689778,811.7457392,825.4241973,829.5513183,838.8654242
299,State of Palestine,2038.601375,1952.75021,2419.111195,2675.209584,3103.243117,3324.147852,3364.541285,3858.026143,4411.043467,4776.296804,4367.628082,3960.973995,3466.280355,3952.1096,4360.879054,4831.8,4643.33089,4949.353956,5250.239702,5705.043567,6167.100119,6932.661442,7368.326274,7531.713178,7518.013659,7778.203778,8143.419059
